fid,id,context,species_orig_pub,taxon,cf_genus,cf_sp,cf_subsp,s_type,s_foss,s_part,frr,sample_number,quantity,entity,weight_g,s_notes,AMS,discovery_report,bibliography,context_id,taxon_id,new_taxon_id,photo,qt,precise_taxon,Family,genus,specie,note
"4813","6192",Trench F - Deposit 99,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,,"2",,,,,"1978","Van der Veen, M._1985_An early medieval hilltop settlement in Molise: the plant remains from D85_Papers of the British School at Rome, 53_211-224","804","9","11130",,"2",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4814","6193",Trench F - Deposit 101,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,,"2",,,,,"1978","Van der Veen, M._1985_An early medieval hilltop settlement in Molise: the plant remains from D85_Papers of the British School at Rome, 53_211-224","805","9","11130",,"2",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4815","6194",Trench F - Deposit 105,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,,"2",,,,,"1978","Van der Veen, M._1985_An early medieval hilltop settlement in Molise: the plant remains from D85_Papers of the British School at Rome, 53_211-224","806","9","11130",,"2",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4816","6195",Trench F - Deposit 108,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,,"1",,,,,"1978","Van der Veen, M._1985_An early medieval hilltop settlement in Molise: the plant remains from D85_Papers of the British School at Rome, 53_211-224","807","9","11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4817","6200",Giardino della Domus dei Coiedii - Gruppo 1,Uva,Vitis vinifera L.,false,false,false,carpological,charring,remain,false,,,,,,,,"Giorgi, E.,_Lepore, G.,_Carra, M._2010_Archeologia nella valle del Cesano da Suasa a Santa Maria in Portuno_Atti del Convegno per i venti anni di ricerche dell’Università di Bologna (Castelleone di Suasa, Corinaldo, San Lorenzo in Campo, 18-19 dicembre 2008), Bologna_121-124","97","9","11130",,,Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4818","6205",Votive Feature 1 and adjiacent beaten earth floor,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,"54N/O 12a,b.c. Bag2","50",,,,,,"Cottini, M._2009_Archaeobotanical analysis in Zone II. The Sanctuary of the Etruscan Artisans at Cetamura del Chianti_The Legacy of Alvaro Tracchi_175-87","858","9","11130",,"50",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4819","6206",Votive Feature 1 and adjiacent beaten earth floor,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,"54N/O 12a,b.c. Bag3","18",,,,,,"Cottini, M._2009_Archaeobotanical analysis in Zone II. The Sanctuary of the Etruscan Artisans at Cetamura del Chianti_The Legacy of Alvaro Tracchi_175-87","858","9","11130",,"18",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4820","6207",Votive Feature 1 and adjiacent beaten earth floor,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,"54N/O 12a,b.c. Bag4","11",,,,,,"Cottini, M._2009_Archaeobotanical analysis in Zone II. The Sanctuary of the Etruscan Artisans at Cetamura del Chianti_The Legacy of Alvaro Tracchi_175-87","858","9","11130",,"11",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4821","6208",Votive Feature 1 and adjiacent beaten earth floor,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,"54N/O 12a,b.c. Bag5","3",,,,,,"Cottini, M._2009_Archaeobotanical analysis in Zone II. The Sanctuary of the Etruscan Artisans at Cetamura del Chianti_The Legacy of Alvaro Tracchi_175-87","858","9","11130",,"3",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4822","6196",via Cavallotti 24 - Pre-roman phase,vite,Vitis vinifera L.,false,false,false,carpological,Unspecified,remain,false,,,,,,,excavation campaigns 2010,"Lepore, G.,_Ciuccarelli, M. R.,_Assenti, G.,_Belfiori, F.,_Boschi, F.,_Carra, M.,_Visani, F._2012_Progetto “archeologia urbana a Senigallia” I: le ricerche di via Cavallotti_FOLD&R_248, 1-19","92","9","11130",,,Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4827","6209",Votive Features 2,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,"50N/O 15,2 C-07-358","1",,,,,,"Cottini, M._2009_Archaeobotanical analysis in Zone II. The Sanctuary of the Etruscan Artisans at Cetamura del Chianti_The Legacy of Alvaro Tracchi_175-87","860","9","11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4828","6210",Near Votive Features 4,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,54N/4E2. Bag 2-3,"1",,,,,,"Cottini, M._2009_Archaeobotanical analysis in Zone II. The Sanctuary of the Etruscan Artisans at Cetamura del Chianti_The Legacy of Alvaro Tracchi_175-87","862","9","11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4829","6211",Area B of the Bell Beaker settlement Olmi 1(Layer 8C),Vitis vinifera L.,Vitis vinifera L.,false,false,false,carpological,charring,endocarp,,,"2",,,,,,"Carra, M._2006_Plant macroremains from Olmi 1 (Sesto Fiorentino, Florence). Preliminary study_Bell Beaker in Everyday Life. Proceedings of the 10th Meeting ‘‘Archéologie et Gobelets’’Held in Florence, Siena and Villanuova sul Chiusi_59-66","867","9","11130",,"2",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4830","6212",Area B of the Bell Beaker settlement Olmi 1(Layer 12A),Vitis vinifera L.,Vitis vinifera L.,false,false,false,carpological,charring,endocarp,,,"1",,,,,,"Carra, M._2006_Plant macroremains from Olmi 1 (Sesto Fiorentino, Florence). Preliminary study_Bell Beaker in Everyday Life. Proceedings of the 10th Meeting ‘‘Archéologie et Gobelets’’Held in Florence, Siena and Villanuova sul Chiusi_59-66","868","9","11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4831","6213",Area B of the Bell Beaker settlement Olmi 1(Structure 1),Vitis vinifera L.,Vitis vinifera L.,false,false,false,carpological,charring,endocarp ,true,,"1",,,,,,"Carra, M._2006_Plant macroremains from Olmi 1 (Sesto Fiorentino, Florence). Preliminary study_Bell Beaker in Everyday Life. Proceedings of the 10th Meeting ‘‘Archéologie et Gobelets’’Held in Florence, Siena and Villanuova sul Chiusi_59-66","869","9","11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4832","6214",Area B of the Bell Beaker settlement Olmi 1(Structure 3),Vitis vinifera L.,Vitis vinifera L.,false,false,false,carpological,charring,endocarp ,true,,"3",,,,,,"Carra, M._2006_Plant macroremains from Olmi 1 (Sesto Fiorentino, Florence). Preliminary study_Bell Beaker in Everyday Life. Proceedings of the 10th Meeting ‘‘Archéologie et Gobelets’’Held in Florence, Siena and Villanuova sul Chiusi_59-66","871","9","11130",,"3",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4833","6215",L. 647(Pit 0),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,seed,,,"20",,,,,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227","873","9","11130",,"20",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4834","6216",L. 649(Pit 1),vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,seed,,Sample 1,"13",,,,,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227","874","9","11130",,"13",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4835","6217",L. 632(Pit 1),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,seed,,Sample 2,"31",,,,,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227","875","9","11130",,"31",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4836","6218",L. 632(Pit 1),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,seed,,Sample 3,"31",,,,,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227","875","9","11130",,"31",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4837","6233",US 11012,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,M1,"2",,,,,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336","958","9","11130",,"2",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4838","6237",US 10135,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,M17,"29",,,,,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336","971","9","11130",,"29",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4843","6219",L. 632(Pit 1),vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,seed,,Sample 4,"56",,,,,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227","875","9","11130",,"56",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4844","6220",L. 632(Pit 1),vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,seed,,Sample 5,"36",,,,,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227","875","9","11130",,"36",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4845","6221",L. 632(Pit 1),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,seed,,Sample 6,"38",,,,,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227","875","9","11130",,"38",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4846","6222",L. 632(Pit 1),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,seed,,Sample 7,"30",,,,,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227","875","9","11130",,"30",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4847","6223",L. 645(Pit 2),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,seed,,Sample 1,"114",,,,,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227","876","9","11130",,"114",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4848","6224",L. 645(Pit 2),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,seed,,Sample 2,"101",,,,,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227","876","9","11130",,"101",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4849","6225",L. 645(Pit 2),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,seed,,Sample 3,"122",,,,,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227","876","9","11130",,"122",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4850","6226",L. 641(Pit 2),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,seed,,Sample 4,"545",,,,,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227","877","9","11130",,"545",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4851","6227",L. 633(Dumping ground),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,seed,,,"225",,,sample collected from the bottom layer (L 633) of a dumping groundreferred to the 14th century also located in the southern area of the excavation,,,"Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M.,_Gonnelli, T.,_Pallecchi, P._2015_Archaeobotany in Florence (Italy): landscape and urban development from the late Roman to the Middle Ages_Plant Biosystems-An International Journal Dealing with all Aspects of Plant Biology, 149(1)_216-227","878","9","11130",,"225",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4852","6228",Circular Pit(SLG1),Vitis vinifera ssp. sylvestris,Vitis vinifera L.,false,false,false,carpological,waterlogging,Pip,,,"412",,,,,,"Lippi, M. M.,_Bellini, C.,_Secci, M. M.,_Gonnelli, T_2009_Comparing seeds/fruits and pollen from a Middle Bronze Age pit in Florence (Italy)_Journal of Archaeological Science, 36(5)_1135-1141","880","9","11130",,"412",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4853","6229",Circular Pit(SLG1),Vitis vinifera ssp. vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,Pip,,,"517",,,,,,"Lippi, M. M.,_Bellini, C.,_Secci, M. M.,_Gonnelli, T_2009_Comparing seeds/fruits and pollen from a Middle Bronze Age pit in Florence (Italy)_Journal of Archaeological Science, 36(5)_1135-1141","880","9","11130",,"517",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4854","6230",Circular Pit(SLG1),Vitis vinifera ,Vitis vinifera L.,false,false,false,carpological,waterlogging,Pip,,,"394",,,,,,"Lippi, M. M.,_Bellini, C.,_Secci, M. M.,_Gonnelli, T_2009_Comparing seeds/fruits and pollen from a Middle Bronze Age pit in Florence (Italy)_Journal of Archaeological Science, 36(5)_1135-1141","880","9","11130",,"394",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4855","6231",Circular Pit(SLG2),Vitis vinifera ssp. sylvestris,Vitis vinifera L.,false,false,false,carpological,waterlogging,Pip,,,"3",,,,,,"Lippi, M. M.,_Bellini, C.,_Secci, M. M.,_Gonnelli, T_2009_Comparing seeds/fruits and pollen from a Middle Bronze Age pit in Florence (Italy)_Journal of Archaeological Science, 36(5)_1135-1141 Mariotti Lippi, M.,_Bellini, C.,_Gonnelli, T.,_Secci, M.M.,_Pallecchi, P.,_2012_From ceuntryside to city: archaeobotanical analyses in Florence (Italy) since its origin to the Middle Ages_Japanese Journal of Palynelogy, 58 (Special Issue)_140Mariotti Lippi, M.,_Bellini, C.,_Mori Secci, M._2010_Palaeovegetational reconstruction based on pollen and seeds/fruits from a Bronze Age archaeological site in Tuscany (Italy)_Plant Biosystems, 144(4)_902-908","881","9","11130",,"3",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4856","6243","inside the building(L6002; L6004; L6005; L6011; L6012)",Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring/mineralization,pip,,"Pa-M1; Pa-M2; Pa-M3; Pa-M4; Pa-M5","3",,,,,,"Rattighieri, E.,_Rinaldi, R.,_Bowes, K._Mercuri, A. M._2013_Land use from seasonal archaeological sites: the archaeobotanical evidence of small Roman farmhouses in cinigiano, south-eastern Tuscany-central Italy_Annali di Botanica, 3_207-215. Mercuri, A. M.,_Rattighieri, E.,_Rinaldi, R._2020_Poggio dell'Amore-Botanical materials_The Roman Peasant Project 2009-2014. Excavating the Roman Rural Poor (Vol. 1,). University of Pennsylvania Museum of Archaeology and Anthropology_195-201","984","9","11130",,"3",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4857",,Fill of the tank(US 5014),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,,pip,,M1,"1",,,"(1). Numbers without parentheses = first (10 mm meshes) and second (0.5 mm) sieves; in parentheses = third sieve (0.2 mm) ",,,"Vaccaro, E.,_Ghisleni, M.,_Arnoldus-Huyzendveld, A.,_Grey, C.,_Bowes, K.,_MacKinnon, M.,_Mercuri, A.M.,_Pecci, A.,_Cau Ontiveros, M.A.,_Rattigheri, E.,_Rinaldi, R._2013_Excavating the Roman peasant II: excavations at Case Nuove, Cinigiano (GR) 1_Papers of the British School at Rome, 81_129-179","993","9","11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4862",,Fill of the cistern(US 5048),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,,pip,,M2,"3",,,"1 + (2). Numbers without parentheses = first (10 mm meshes) and second (0.5 mm) sieves; in parentheses = third sieve (0.2 mm) ",,,"Vaccaro, E.,_Ghisleni, M.,_Arnoldus-Huyzendveld, A.,_Grey, C.,_Bowes, K.,_MacKinnon, M.,_Mercuri, A.M.,_Pecci, A.,_Cau Ontiveros, M.A.,_Rattigheri, E.,_Rinaldi, R._2013_Excavating the Roman peasant II: excavations at Case Nuove, Cinigiano (GR) 1_Papers of the British School at Rome, 81_129-179","994","9","11130",,"3",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4863",,Fill of the cistern(US 5048),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pedicels,,M2,"1",,,,,,"Vaccaro, E.,_Ghisleni, M.,_Arnoldus-Huyzendveld, A.,_Grey, C.,_Bowes, K.,_MacKinnon, M.,_Mercuri, A.M.,_Pecci, A.,_Cau Ontiveros, M.A.,_Rattigheri, E.,_Rinaldi, R._2013_Excavating the Roman peasant II: excavations at Case Nuove, Cinigiano (GR) 1_Papers of the British School at Rome, 81_129-179","994","9","11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4864",,Bottom of the well(US 5050),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,,pip,,M3,"2",,,"1 + (1). Numbers without parentheses = first (10 mm meshes) and second (0.5 mm) sieves; in parentheses = third sieve (0.2 mm) ",,,"Vaccaro, E.,_Ghisleni, M.,_Arnoldus-Huyzendveld, A.,_Grey, C.,_Bowes, K.,_MacKinnon, M.,_Mercuri, A.M.,_Pecci, A.,_Cau Ontiveros, M.A.,_Rattigheri, E.,_Rinaldi, R._2013_Excavating the Roman peasant II: excavations at Case Nuove, Cinigiano (GR) 1_Papers of the British School at Rome, 81_129-179","995","9","11130",,"2",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4865",,Area C(US 161),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"13",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1038","9","11130",,"13",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4866",,Area C(US 163),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"6",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1039","9","11130",,"6",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4867",,Area C(SU 109/2),Vitis vinifera ssp. sylvestris,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"11",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1040","9","11130",,"11",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4868",,Area C(SU 109/2),Vitis vinifera ssp. vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"10",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1040","9","11130",,"10",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4869",,Area C(SU 109/2),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"56",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1040","9","11130",,"56",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4870",,Area C(SU 159/1),Vitis vinifera ssp. sylvestris,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"204",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1041","9","11130",,"204",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4871",,Area C(SU 159/1),Vitis vinifera ssp. vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"194",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1041","9","11130",,"194",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4872",,Area C(SU 159/1),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"907",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1041","9","11130",,"907",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4873","6264",Area C(SU 159),Vitis vinifera ssp. sylvestris,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"125",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1042","9","11130",,"125",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4874","6265",Area C(SU 159),Vitis vinifera ssp. vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"133",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1042","9","11130",,"133",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4875","6266",Area C(SU 159),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"436",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1042","9","11130",,"436",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4876","6267",Area C(SU 109/5),Vitis vinifera ssp. sylvestris,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"75",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1043","9","11130",,"75",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4877","6268",Area C(SU 109/5),Vitis vinifera ssp. vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"124",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1043","9","11130",,"124",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4879","6269",Area C(SU 109/5),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"671",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1043","9","11130",,"671",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4880","6270",Area C(SU 109/1),Vitis vinifera ssp. sylvestris,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"18",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1044","9","11130",,"18",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4881","6271",Area C(SU 109/1),Vitis vinifera ssp. vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"45",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1044","9","11130",,"45",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4882","6272",Area C(SU 109/1),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"79",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1044","9","11130",,"79",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
